revenue,cost price,material expenditures,labor expenses,labor costs,social taxes,depreciation,other expenditures,selling expenses,management expenses,full cost price,Income,other i\e,net profit,assets,capital assets,fixed assets,intangible assets,current assets,stock,raw materials,unfinished production,receivables,accounts payable,cash,mobile working capital,short-term investments,VAT purchased,short-term receivables,working capital,charter capital,short-term liabilities,long term liabilities,borrowed capital,revenue of the future periods,future expenses,Dso,DSp,DSv,dDS,tax on profits,VAT,Social tax,sector
14298.52795,9971.127183,3990.964012,2643.0382,1996.430427,677.6988398,1234.163319,1653.53642,NA,NA,10495.26141,5510.81651,381.3357173,3843.484888,47099.03629,2289.319671,1306.356728,101.2930559,46769.01325,1586.546925,1355.961939,450.9779352,25058.49135,8094.727933,5422.741687,1385.235073,3562.950359,20.32972974,34287.72207,30232.32359,37610.99244,7407.398259,NA,10973.62583,NA,NA,4465.787809,15092.21872,7923.98791,6446.59293,1503.999319,1957.230923,566.0941865,transport
24998.95816,7141.157863,3538.922935,2279.068295,2705.673694,554.9751645,1392.605906,1370.558737,NA,NA,5991.882974,7541.757687,298.3403965,5284.005811,36749.70437,2585.617285,1211.423819,93.4587885,38451.55925,1180.856077,1347.380023,509.872917,38036.50596,7705.884808,4665.028916,1591.741935,3148.464726,28.31090869,24908.96415,28459.58386,41659.12705,8258.485771,NA,11160.65625,NA,NA,4743.131802,14927.6957,7939.686821,5868.58297,1426.46711,2414.789248,756.1619004,transport
19207.51261,8618.764728,3294.686623,2379.88832,2156.134226,424.9735562,1539.35992,1538.935553,NA,NA,9188.064376,7101.592679,382.2428686,5658.145516,44557.08524,2378.389564,1310.660859,118.9903969,46684.86745,1565.032851,703.1788626,525.8585331,34362.71232,12271.92286,4494.230649,1826.097679,3396.967764,28.59837521,39660.25803,33405.95973,26499.17252,12655.45064,NA,10674.51478,NA,NA,4384.582415,13880.50358,6061.388589,6403.737626,1455.26788,2332.548072,716.2963842,transport
15586.54027,8255.739058,2881.293256,3158.934122,2215.682756,489.6792049,1179.224803,1355.596313,NA,NA,9733.545305,5102.120446,341.1024552,3405.490268,36446.29651,2591.595451,1570.860328,126.8840446,39453.12474,1498.732805,947.2487577,509.55193,24734.38953,11328.02423,3462.826291,2190.362193,4344.134427,26.10735772,36171.47954,33283.53327,32196.4724,13011.14766,NA,8280.678216,NA,NA,4428.381773,14573.36399,6965.754248,4451.409287,1274.379307,2389.889299,803.2753201,transport
13123.45712,10082.83239,2947.79159,3667.70077,1895.546427,648.5624748,1198.127109,1710.333103,NA,NA,12065.29277,6614.063774,251.0913457,5420.019056,43259.2334,2137.499452,1655.453815,106.977277,36141.08994,1136.902764,993.3285812,436.730764,40546.58551,8191.20496,5551.261699,1661.093267,2629.705081,31.12598079,33232.96519,31168.88352,28995.24788,7269.231986,NA,10271.47499,NA,NA,5090.994356,15179.07586,8737.533791,6418.13052,1583.050468,2488.322789,609.370113,transport
16516.93289,9036.000804,3455.486063,3223.68647,2103.445003,524.304379,1090.963135,1623.619931,NA,NA,8443.895616,6462.932767,313.084505,5958.640509,41772.75411,1756.710827,1396.13844,111.6316738,45752.66858,1862.999975,1009.131977,404.1631466,34971.70882,10621.02296,3586.458848,2024.767141,3350.857804,30.02112532,26109.23188,38485.12953,24085.69799,13493.06448,NA,8259.752231,NA,NA,5399.796326,14985.70938,8353.515956,7576.950671,1721.951747,2062.124491,660.0761874,transport
17479.5243,9804.939991,3724.737439,2971.822544,2342.857871,472.0843306,1242.646709,1290.730671,NA,NA,10512.29503,4955.008674,327.2044945,3547.468173,38380.86314,2714.48901,1185.929588,96.94677001,50532.82795,1581.931385,1249.82082,579.5103713,34147.45256,12389.75953,3350.381678,1328.501113,2647.451412,25.41876836,40346.19611,32791.56813,29028.18117,6783.7111,NA,9726.447816,NA,NA,4668.236932,13976.24421,6720.19677,7127.935641,1569.463439,1790.691817,582.6212529,transport
18982.8473,8392.185043,3863.039204,2774.075227,2332.904694,635.4559353,1763.463167,1735.006788,NA,NA,9510.114588,5646.924357,307.7944262,5745.97598,36308.84052,2095.015231,1017.221603,90.5085114,44098.06505,1243.710963,1135.205205,486.1279607,28710.41242,9586.181908,5057.559478,1799.275958,3967.916277,27.19582906,27579.47779,41746.52758,34811.04637,12065.62972,NA,7951.688562,NA,NA,3889.560895,17041.10179,7517.738145,7809.574277,1761.997446,2536.868562,590.8761653,transport
9684.447891,8555.449732,3920.710462,2445.470543,2418.568773,518.2838931,1768.643196,1540.644747,NA,NA,7478.275656,6122.551408,309.0565136,5012.638767,36724.06474,2523.97045,1338.319712,110.5549278,33637.77441,1428.262121,1187.782396,415.2640866,27608.58432,7087.038345,4948.502488,1422.997142,2870.024324,22.66992575,21563.44148,23734.81377,27273.94876,6726.794325,NA,9364.685904,NA,NA,4515.644407,15736.32398,8360.649935,6467.488325,1279.687553,2028.331586,986.9380903,transport
14987.64276,10478.1114,4397.929983,2741.159524,2203.379945,585.1186096,1497.890194,1684.625137,NA,NA,9681.662096,6372.808429,287.8918019,5975.515073,49659.48375,2002.086961,1148.027214,122.5688477,40558.94164,1977.60459,1320.153422,526.258717,32021.8924,11035.95832,6272.011091,1311.042717,3900.23106,23.29597251,37219.591,23815.57648,35148.74947,13270.42163,NA,9834.107112,NA,NA,4468.557622,13253.32823,8396.869411,4918.283915,1459.674319,1975.817365,570.2584164,transport
15944.59872,9997.268494,3461.529837,2513.353269,2012.865218,641.2991487,1275.330787,1093.567744,NA,NA,8418.730785,6843.209601,375.4593158,5439.735637,51429.61296,2356.442957,1284.866697,136.0146294,38603.42737,1908.308759,1121.942479,422.9899772,41527.78984,11508.24593,4429.217744,1462.061649,4480.800824,29.81272734,26039.9615,30656.8343,42147.55651,12548.51119,NA,6694.80504,NA,NA,4773.296542,15140.00415,9340.773068,6815.029198,1395.690312,2142.706219,905.7132572,transport
18495.48562,11028.58371,3101.81063,2366.350911,2463.125656,508.2458561,2171.370308,1448.534261,NA,NA,8835.572594,7505.198168,302.2462414,3974.910963,42062.74747,2383.320684,1396.517742,106.378356,42080.79901,1476.910682,1277.149401,510.9942542,32220.93468,10062.99786,3905.801185,2031.059107,3757.191428,17.8809218,29519.40113,31023.92109,32601.94051,11327.15508,NA,10010.26918,NA,NA,3791.781522,14526.75438,7845.187689,8231.647919,1364.127058,1693.359394,823.8800681,transport
14983.96835,8736.251487,2772.782299,3223.828802,2058.9109,664.3280107,1233.772431,1403.42638,NA,NA,10690.58961,6091.189357,360.0076383,4572.660991,40260.35462,2460.586947,990.6014165,118.6761683,37683.32826,1852.630679,1173.677475,549.6719061,29563.71684,8697.674148,6091.077987,1637.492827,3763.982082,27.90326711,28080.87153,31299.13277,42545.03364,9714.70674,NA,10135.47327,NA,NA,5185.590877,12900.98334,5953.864736,8628.515939,1706.102434,2088.666208,693.7514163,transport
14010.88545,9908.135493,4195.656871,2662.056007,1986.356659,685.9523756,1114.608168,1337.527798,NA,NA,8429.932307,5903.700917,285.591859,3979.667771,37351.97125,3082.584186,1198.341202,101.5740278,39245.32441,2098.685358,1148.63808,638.4406271,30024.44072,7881.346709,3556.161546,1613.347963,2872.037306,23.52719476,33379.80026,31974.01412,32221.28955,9417.5222,NA,8414.945646,NA,NA,4156.934674,16014.81586,9177.687082,8019.631576,1339.285261,2076.266824,763.8325043,transport
15280.28553,10975.6489,4630.320076,2458.766679,2279.371583,482.5300589,1214.331373,991.3376368,NA,NA,10574.30217,6979.828425,268.0808467,5293.343609,49521.15752,2245.270123,1304.592746,115.7619458,50375.77741,1341.427997,1116.010965,434.7304872,37564.19341,10055.10711,4850.74114,1659.813848,3786.597785,20.19797208,22241.27315,32150.85897,32677.37042,8141.826551,NA,10660.07016,NA,NA,5172.472281,18313.09264,8005.074534,6686.806669,1505.170772,1536.888281,664.954054,transport
16370.74448,8324.597597,3272.974977,2365.339305,1933.368691,609.1645479,1320.34954,1489.169745,NA,NA,10968.13104,5832.057557,339.5896799,4328.520604,53311.11171,2269.407173,1264.952095,118.912733,29621.07339,1882.080982,975.6393484,403.1198034,32535.04013,8651.238631,4236.719314,1510.790045,2689.330936,22.55837213,37518.84274,30376.55251,26540.38792,7359.686108,NA,6231.08972,NA,NA,4556.246267,17022.02354,7409.624311,5422.044941,1527.092029,2451.41661,782.542187,transport
19355.1648,6788.277291,4386.988827,2195.948189,2278.123308,429.3653865,1423.350617,1810.649083,NA,NA,6765.288102,5910.302574,274.3471623,4239.114871,41010.35481,2051.543875,1335.114404,116.6202911,34468.7565,1318.332978,1034.978814,379.674616,31400.88131,11445.57964,5538.202651,1656.036109,4276.084794,29.37100521,28773.9706,29984.2206,32626.35466,7290.817488,NA,8409.068851,NA,NA,5113.882782,17602.70438,9140.268358,5756.008551,1364.731889,1783.73449,628.5916076,transport
12755.01686,10365.28935,2987.452028,2745.916472,2185.372223,370.0968688,1590.749531,1345.904324,NA,NA,6337.635754,6069.346292,276.6725345,5047.832963,40740.1361,2796.628228,1277.874348,91.95469701,46395.48204,1744.490466,876.7607197,415.5313005,28148.34461,12429.05731,4931.955913,1825.336315,3058.48812,26.07556846,36072.09629,32946.21205,32841.80172,11807.348,NA,10265.29537,NA,NA,5259.043136,15495.18338,7149.110593,6411.468343,1082.826214,2136.088067,458.8588651,transport
15129.02734,9587.361887,3216.817168,3383.474569,2821.749261,479.3962642,1263.621491,915.4360913,NA,NA,10150.09697,5593.03789,331.060499,4635.765466,49284.6594,2185.104745,1261.652807,104.0824974,44075.41613,1415.199102,1214.207901,415.4328115,34417.22242,10449.38457,3564.586095,1842.855342,3875.305424,30.70768351,43182.07611,39321.3405,40555.42656,8782.635679,NA,9307.741456,NA,NA,5302.066966,19417.6116,8225.281632,8661.864514,1083.06092,2351.921884,686.1696258,transport
17348.5217,9434.896311,2859.211096,2917.061059,2490.093976,559.2560199,1473.728931,1374.771637,NA,NA,9284.819705,6014.949019,319.100308,3248.207006,45871.62244,2153.779992,1139.795046,114.5192541,41826.47423,1430.121262,1261.440969,368.8979546,35650.34247,11140.05309,4677.505593,1935.8346,3153.133406,27.35080754,32750.78025,39831.66656,27579.32945,6294.469201,NA,10719.73421,NA,NA,4077.825753,11934.74715,6195.561325,7545.64472,1690.883022,1817.418659,415.2068659,transport
10558.03761,11627.78057,3871.034912,2882.570084,2184.941736,583.3938336,1238.751016,1084.56497,NA,NA,10054.8637,5959.970079,234.1314675,5029.059658,38783.71863,2504.165835,1188.669034,71.86863628,38333.73198,1630.553501,1306.111019,480.1419088,25758.74266,9649.879525,4121.620727,1856.350328,3535.19334,28.62924762,40206.1547,43326.04512,36425.74371,11352.27944,NA,8649.796205,NA,NA,5022.165174,15765.91692,9811.241349,6220.889352,1647.499799,1792.686468,564.7370489,transport
14031.93372,10450.63915,3698.876866,3161.471117,2157.690762,564.5481965,946.7310369,1459.906545,NA,NA,11974.38153,6630.133729,367.510677,5618.841385,47513.24616,2088.392256,1545.591378,121.4344588,43750.8866,1483.315551,1217.845289,564.8569452,25025.29189,8320.689677,5684.429279,1184.591061,3405.107073,23.90057826,26490.22931,31171.21556,40965.62652,7605.608234,NA,10935.4434,NA,NA,5541.891013,13735.74908,6630.633097,7963.023975,1147.843435,1948.791525,673.3140561,transport
22460.47763,10072.50731,3758.276381,2942.556697,2661.477212,452.2517057,1340.019849,1084.480711,NA,NA,13141.39944,5475.355078,292.1195701,5106.05467,44663.97105,2326.469129,1491.807608,104.5232926,42322.61228,1513.947424,865.8529452,569.9182728,30694.43491,9437.167628,5515.522405,1609.879622,2987.451899,25.46807096,35273.67839,37477.55726,33121.36957,11105.91284,NA,11629.23216,NA,NA,4762.643666,14087.37556,4979.569866,5814.666875,1453.185029,2471.326454,855.3738461,transport
11474.48065,9649.065404,3195.812881,2720.526813,2153.76503,537.9942542,1442.623431,1465.29802,NA,NA,10988.30254,6641.81534,334.5899979,3687.578749,54223.40454,2597.875166,1122.397589,118.7355635,43819.66647,1645.459052,1585.229986,446.442821,26410.30531,11808.0996,4114.54535,1720.396671,3099.511074,34.98987526,32175.576,31212.98984,33377.69713,10182.59842,NA,11033.63678,NA,NA,5005.788209,16438.93811,9435.766958,8081.634876,1218.298651,2146.837862,702.5285012,transport
16856.40611,10170.37038,3256.408814,3778.707035,1982.0654,444.5586524,1435.135286,1300.366226,NA,NA,8931.298557,6079.353346,343.3610356,4269.420757,32617.32141,1874.019728,1233.87488,138.5024057,34164.77407,1559.680382,771.8141215,373.8163154,37002.03986,10235.50106,5260.631493,1812.273771,3917.560573,27.98113176,29536.1542,34667.38218,27631.38222,11193.94852,NA,10118.87608,NA,NA,5473.679395,15739.6419,9293.378863,6716.334073,1569.591584,1920.8885,618.5239549,transport
14243.73983,9570.802807,4647.334929,3007.474124,1939.935569,508.4905986,1485.907638,1179.582921,NA,NA,9143.401916,6411.112989,286.8487151,5296.906483,45792.10245,1991.169561,1619.546328,110.6152518,45245.19808,1466.075117,1160.954379,539.9832343,33785.61521,9520.434669,3893.341918,1800.319784,2785.877635,21.74606114,26468.85002,23964.31287,45896.59604,10166.66916,NA,12175.63539,NA,NA,4629.233682,13846.04737,8548.792229,7203.650459,1596.971378,2203.448068,678.5238042,transport
20936.12907,8504.275927,4424.032064,2965.38294,2277.28834,646.2301564,1401.686822,1528.906677,NA,NA,10536.92454,6110.955416,391.5647025,3837.699898,45045.78195,2397.32763,1090.068224,118.9812341,41891.33814,1590.400793,1095.669721,512.7831144,29853.84919,10912.91817,5036.332449,1235.643952,4076.042824,20.25167692,29859.54758,35813.29343,37872.82197,10662.37248,NA,10072.53705,NA,NA,4517.958447,13595.40638,9085.479106,6929.713711,1156.150372,2297.37118,767.1424228,transport
12077.9314,10664.01177,4012.144555,3055.929683,2727.648911,510.2189425,1269.12498,1386.496402,NA,NA,8510.741312,6915.714711,312.6630906,3136.872146,45008.2651,2938.347298,1148.006285,103.7445569,33228.8949,1496.918052,1149.029782,613.0056151,30783.63828,10045.20242,5669.01225,1315.368089,3012.715193,27.42445101,29119.64288,33099.51291,38172.22817,9725.780308,NA,6573.496189,NA,NA,4446.853342,18421.74652,6850.45428,6840.560658,1756.785253,2240.420141,704.4231639,transport
13652.96684,7036.262321,4257.711489,2608.86817,2124.918498,454.2732564,1349.921117,1588.717676,NA,NA,11397.04927,6811.762625,331.1134533,4274.313874,38561.33115,2386.399596,1527.408713,141.5766839,47290.28553,1666.177261,1232.327372,415.5112877,32935.169,8485.363048,4876.965345,1708.331019,3267.537585,24.23205354,35568.8952,27672.01533,25245.01088,8488.475439,NA,10099.16956,NA,NA,4108.787663,15586.01107,8599.981616,7642.285994,1311.150161,2457.15274,562.9362857,transport
15725.58985,8065.669204,2355.13469,1948.75717,2005.867947,526.9227022,1216.668741,1531.418526,NA,NA,10532.24191,5166.326696,230.237633,3704.228399,40384.24257,2100.507747,1275.163182,127.8202778,32979.18862,1370.987255,999.0644378,674.4577451,29144.09363,9737.870778,4676.347479,1559.922959,4032.241345,29.89066243,26103.87219,25138.69297,43727.07486,7678.27747,NA,9988.750481,NA,NA,6112.530605,13039.85221,8043.746062,6422.411058,1575.516895,2132.944304,572.9313828,transport
15563.11449,9011.796743,3420.385247,3605.787968,2212.950038,671.964887,1461.217484,1298.496581,NA,NA,12105.79426,6807.404153,309.5502424,3121.941736,43460.75809,2200.691531,1146.260339,118.2589304,37596.03229,1710.359799,1422.126,461.2966852,33390.78081,7896.405551,4729.133235,1916.778525,4174.006608,25.4866344,35255.86337,32428.6304,32683.86555,9658.091322,NA,11116.05113,NA,NA,3613.334628,13694.77754,7240.74336,6067.172884,1440.638581,1921.922612,530.7937934,transport
15948.26302,10321.13083,4075.292467,2783.188508,2371.680402,371.5906966,1586.19053,1210.999054,NA,NA,7977.90302,7605.180422,377.0205374,4092.501917,43827.98545,3010.737005,1208.807438,124.9422833,44717.83627,1787.658051,846.1236596,578.5605755,35121.07394,8061.154251,4754.312655,1246.075348,3306.071831,25.25609588,29327.06148,34400.43728,40757.60624,9977.668013,NA,9520.247993,NA,NA,5549.901394,13662.14182,5913.883232,7962.10342,1184.749341,1933.73017,633.2007001,transport
13138.77258,8628.873341,3385.704577,2380.844297,1943.853135,444.5104449,1659.281847,924.6920307,NA,NA,7324.783628,6985.953852,349.2929985,3863.228882,42987.71677,2399.262051,1459.480502,121.4517829,37226.22732,1373.270532,1236.994233,557.5312061,38610.69962,8187.253584,5394.014475,1290.701969,4199.542826,35.646412,36109.8806,32265.26044,30070.74486,7810.771306,NA,11378.15534,NA,NA,2849.797097,17553.89426,7431.313026,8528.854657,1583.80927,2117.909091,670.5277254,transport
13468.49648,7169.976064,3643.319857,2962.437033,1800.09763,582.9043156,1650.51081,1613.306924,NA,NA,10033.73791,6129.872379,258.1264215,5164.930504,48553.73386,1944.471523,1479.507519,104.7523555,41816.93823,1765.801559,1224.271874,733.3748955,32201.44813,10028.42867,4045.556281,1701.797957,3363.425313,27.3587667,27058.34776,32557.8071,32258.27812,9179.137419,NA,11340.95364,NA,NA,5057.891621,13583.90138,8140.056468,6854.384458,1815.025829,2780.968365,638.1610526,transport
13040.50177,7794.952602,3601.78996,2749.046345,2095.977489,546.5752382,1041.834185,1406.738902,NA,NA,8964.078136,4230.618097,259.2939885,6067.015988,42549.39446,2225.149184,1402.880117,97.60067316,39985.18157,1433.61546,978.6002716,509.3648573,35942.50455,8907.313772,5055.934701,1542.93959,2600.799855,24.07238405,36004.7361,29915.37306,34192.93612,8710.84265,NA,9563.759856,NA,NA,5674.66795,14765.82763,8686.270917,8262.280034,1406.322049,2162.288181,548.4038794,transport
13393.2194,8073.51686,3844.345408,3787.378207,1808.431797,525.4080097,1446.274849,1109.223926,NA,NA,8250.409373,5830.113281,237.4783952,4199.624294,37464.75713,2247.155833,1271.527999,117.5926314,51024.50096,1854.700073,794.2526501,577.9679428,28967.2597,7071.77452,5043.205246,1490.316655,3481.079889,29.54250936,31088.98488,31065.4758,33183.42803,11975.84422,NA,9091.903033,NA,NA,4562.660883,15964.94721,7696.955371,8760.853368,1467.993136,1678.751487,619.0857599,transport
14357.52802,12161.088,3411.060259,2945.900563,2167.806506,606.1455825,1538.957642,1149.430456,NA,NA,9024.502104,4456.548654,276.6325712,3860.238836,39830.79558,2237.782394,1581.873473,121.3459276,27082.97018,1315.939866,960.0927656,458.68,24922.21297,8936.980501,4327.261671,1602.602181,4236.131511,27.44251284,34094.77499,33531.00973,35384.6657,10651.32639,NA,7799.563083,NA,NA,4486.58811,14820.14296,8406.704311,5128.145552,1482.414416,2528.258759,705.877447,transport
15763.88039,11364.33841,3565.700582,1786.778302,2460.602579,536.9106975,1524.627677,999.0492802,NA,NA,10535.95048,5762.034963,271.0751262,4443.40998,42266.81476,2748.853232,1015.669145,121.5165218,48434.05715,1511.427014,962.5866951,569.2131371,32091.91264,9589.147908,4525.171417,1484.571839,2337.444118,24.79358902,32633.57002,33798.02817,41061.18544,6631.366398,NA,8180.150558,NA,NA,6682.681167,14657.31763,7357.831635,6204.176163,1181.758178,2603.938887,612.4878278,transport
15590.03926,9478.038512,3112.426122,2454.457762,1696.051275,468.1931264,1414.51007,1117.779291,NA,NA,7310.698456,6023.702471,301.9443292,5250.038264,32756.94356,2034.230998,1147.489772,94.72884164,37283.26823,1558.786639,1261.879479,431.310475,38827.93075,11592.27199,3980.454313,1295.940106,3392.88827,30.20608715,37796.5664,30060.35618,42895.90767,10482.99095,NA,9965.773664,NA,NA,5864.510625,17344.99179,8019.426982,7692.802163,1699.702957,2303.173934,887.3510626,transport
16394.1415,8245.3201,3400.903037,2322.408001,1807.137507,589.8138862,1367.178238,1361.556344,NA,NA,8976.159204,5166.077308,181.9583088,4728.983727,47286.64711,2794.649643,968.898124,92.12733757,46627.07736,1433.317155,1209.283543,642.7326511,33131.57857,11320.28852,4643.312584,1278.443572,3433.663337,23.84678341,38936.89443,25595.69764,32852.60807,7978.976479,NA,8628.823432,NA,NA,4243.306598,14757.79778,6866.468921,6030.899357,1330.44156,2088.814661,629.5942841,transport
15353.17745,7964.670013,4906.109926,3434.915989,1986.350841,506.666965,1234.366288,1710.063155,NA,NA,12734.28921,5939.048209,276.3558456,3436.092502,48052.59105,2498.286282,1334.068494,105.1121938,44166.54486,2209.722805,900.4623805,445.9922625,35837.06114,10818.9447,4216.160944,1509.195395,3125.698746,28.91621854,33218.8767,35920.71148,34028.68181,9225.644514,NA,10721.1476,NA,NA,5944.801722,14841.83008,9875.426889,6527.19974,1754.303975,2458.294073,871.5520853,transport
15433.38649,10015.53654,3928.295942,3060.254329,2487.82689,760.8262148,1264.512158,1456.416766,NA,NA,9329.85517,5562.852902,234.0171676,3716.284811,35044.80711,1940.087856,994.6384166,135.2745275,44013.12709,2215.56536,1287.629572,511.0935948,34077.40983,11628.22981,4006.417928,1752.074849,4393.001807,37.66209252,37451.41141,30474.74194,30135.18626,6823.290967,NA,14012.79242,NA,NA,4713.247912,13763.13823,6715.288648,9451.610651,1397.038166,1886.113514,620.1368122,transport
13668.37622,7374.924498,3965.39172,1911.087979,2359.647763,558.2628654,1339.362107,1340.686075,NA,NA,10997.45178,5723.189634,311.0774296,4444.654065,41474.15205,2524.734613,1746.39289,108.9839978,39456.61385,1822.002959,753.5309469,450.3201588,33903.27427,7893.841686,3759.31376,1660.27,3689.98541,35.65178114,33545.64703,35199.0179,27475.14665,7551.142598,NA,6956.861553,NA,NA,4300.456318,19988.60958,9406.451291,6804.275801,1399.328849,1666.361314,659.857888,transport
16637.91888,10710.94161,3639.015213,2425.330406,2307.386122,586.0772166,1642.057708,1417.364217,NA,NA,10233.33185,6788.952589,302.8725338,4572.303818,38403.52374,2517.047132,1665.834022,119.3930301,38908.7993,1716.015724,913.9702256,480.1006219,27731.11972,9151.809773,4924.374034,1694.470883,3465.940488,25.73013642,31546.59253,37730.54126,38198.64192,9975.159128,NA,7120.084937,NA,NA,4621.794248,12389.34502,7490.880593,7878.81828,1191.394708,2056.562125,599.286577,transport
15897.7459,9746.259244,4161.636157,2653.758687,1508.828356,580.3295144,1431.338749,1335.230117,NA,NA,10039.36773,4578.492604,268.3640224,4184.00764,52475.7753,3140.9188,1264.744242,115.466392,41314.30683,1275.846543,883.6003451,588.074415,34321.39536,11046.94385,4409.594321,1308.795449,3948.825861,22.37431777,27539.17343,25753.11635,31380.25736,9178.166185,NA,9848.286474,NA,NA,4870.384725,13786.50413,7749.640379,6423.232575,1483.839243,1839.028246,816.4325781,transport
